id,cp,ville,adresse,latitude,longitude,enseigne,gazole,e10,sp98,tendance_gazole,tendance_e10,tendance_sp98,tendance_demain_gazole,confiance_demain_gazole,tendance_demain_e10,confiance_demain_e10,tendance_demain_sp98,confiance_demain_sp98
59760001,59760,GRANDE-SYNTHE,Avenue de l'Ancien Village,51.011,2.293,Auchan,1.839,1.839,1.959,egal,egal,egal,stable,1,stable,1,stable,1
57580002,57580,RéMILLY,route de Metz,49.0177583,6.3840805,Total,1.889,1.899,1.999,egal,baisse,egal,stable,1,stable,1,stable,1
69009003,69009,Lyon,69 AVENUE DU 25EME RTS,45.781,4.801,Esso,1.862,1.841,1.944,hausse,baisse,baisse,stable,1,stable,1,stable,1
17220002,17220,Salles-sur-Mer,LE PETIT BONNEVEAU,46.084,-1.074,Intermarché,1.836,1.854,1.957,egal,egal,egal,stable,1,stable,1,stable,1
13990002,13990,Fontvieille,70 cours Hyacinthe Bellon,43.727,4.712,Avia,1.959,1.989,2.049,egal,egal,egal,stable,1,stable,1,stable,1
21240003,21240,Talant,8 Rue Charles Dullin,47.341,4.997,Super U,1.849,1.819,1.919,egal,baisse,baisse,stable,1,stable,1,stable,1
12500002,12500,ESPALION,24 Bd de Guizard,44.524117,2.76457,Total,1.909,,,egal,,,stable,1,stable,1,stable,1
59300021,59300,VALENCIENNES,36 AV DE ST AMAND,50.366,3.513,BP,1.889,1.899,2.069,hausse,hausse,hausse,stable,1,stable,1,stable,1
23500002,23500,Felletin,26 ROUTE D'AUBUSSON,45.888,2.176,Intermarché,1.889,1.886,1.999,egal,egal,egal,stable,1,stable,1,stable,1
59100012,59100,ROUBAIX,48 AVENUE GUSTAVE DELORY,50.67431,3.17409,Total,,,,,,,stable,1,stable,1,stable,1
92242003,92242,MALAKOFF,12 Avenue Pierre Brossolette,48.821,2.312,Total,1.973,1.945,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
66005001,66000,Perpignan,Avenue Victor Dalbiez,42.686492,2.882714,E.Leclerc,1.829,,1.936,hausse,,baisse,stable,1,stable,1,stable,1
91620001,91620,LA VILLE-DU-BOIS,5 RUE DE LA CROIX SAINT JACQUES,48.67,2.277,Carrefour,1.853,1.858,,hausse,hausse,,stable,1,stable,1,stable,1
91410004,91420,MORANGIS,69 Avenue Charles de Gaulle,48.706,2.343,E.Leclerc,1.850,1.885,1.988,egal,egal,egal,stable,1,stable,1,stable,1
74000004,74000,Annecy,AVENUE DE LA PLAINE,45.917,6.128,Esso Express,1.900,1.894,1.974,hausse,baisse,baisse,stable,1,stable,1,stable,1
87120005,87120,Eymoutiers,"1, rue Léon Jouhaud - Claud",45.738215,1.73525,Intermarché,1.859,,1.999,egal,,egal,stable,1,stable,1,stable,1
74960003,74960,Cran-Gevrier,1 Avenue de la République,45.906,6.113,Esso,1.891,1.885,1.985,hausse,baisse,baisse,stable,1,stable,1,stable,1
73000012,73000,CHAMBERY,VOIE RAP. URB. RN 201,45.609641,5.886971,Total Access,1.869,1.861,1.982,hausse,baisse,baisse,stable,1,stable,1,stable,1
67370003,67370,WIWERSHEIM,5 ALLEE DE L’ECONOMIE,48.644,7.598,E.Leclerc,1.823,,,egal,,,stable,1,stable,1,stable,1
76200002,76200,Dieppe,78 RUE GAMBETTA,49.916,1.075,Esso Express,1.862,1.851,1.995,egal,baisse,egal,stable,1,stable,1,stable,1
24240003,24240,Sigoulès-et-Flaugeac,18 place de l'ancien temple,44.757399,0.411063,Carrefour Contact,1.999,,2.099,egal,,egal,stable,1,stable,1,stable,1
76260005,76260,EU,24 BD. FAIDHERBE - RD 925,50.051,1.423,Total,1.951,1.939,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
59282001,59282,DOUCHY-LES-MINES,28 ROUTE D'HASPRES,50.3047737,3.4028794,Intermarché,1.829,1.839,,hausse,egal,,stable,1,stable,1,stable,1
31200022,31200,TOULOUSE,55 BOULEVARD DE SUISSE,43.616,1.421,Total Access,1.866,1.850,,hausse,baisse,,stable,1,stable,1,stable,1
78120005,78120,RAMBOUILLET,rue Clos Batant,48.6460788,1.8561934,E.Leclerc,1.875,1.899,1.999,baisse,baisse,baisse,stable,1,stable,1,stable,1
57790001,57790,LORQUIN,1BIS RUE DU GENERAL DE GAULLE,48.671,7.0,Intermarché,1.859,1.859,1.963,egal,egal,egal,stable,1,stable,1,stable,1
34620002,34620,Puisserguier,43 avenue de béziers,43.367,3.049,Dyneff,1.882,,1.962,egal,,egal,stable,1,stable,1,stable,1
8090001,08090,Cliron,RN 43 LE PORT LEROY,49.805,4.621,Esso Express,1.908,1.944,2.024,egal,egal,egal,stable,1,stable,1,stable,1
77210001,77210,Avon,73 Avenue du Président Franklin Roosevelt,48.417,2.723,Esso,1.868,1.873,1.953,egal,egal,egal,stable,1,stable,1,stable,1
20110006,20110,Propriano,4 Quartier Saint Joseph,41.671966,8.908768,Vito,1.999,,,egal,,,stable,1,stable,1,stable,1
78170002,78170,La Celle-Saint-Cloud,64 Avenue Lucien-René Duchesne,48.837,2.13,Esso,1.891,1.895,1.975,hausse,baisse,baisse,stable,1,stable,1,stable,1
11100010,11100,Narbonne,AVENUE CROIX SUD,43.161,2.988,Esso,1.857,1.852,1.932,hausse,baisse,baisse,stable,1,stable,1,stable,1
92160006,92160,ANTONY,100 AV DU PRESIDENT KENNEDY,48.738,2.295,TotalEnergies,1.890,1.895,1.990,hausse,baisse,,stable,1,stable,1,stable,1
22250001,22250,BROONS,Rue du Pilaga,48.3172985,-2.2506362,Système U,1.819,,1.949,egal,,egal,stable,1,stable,1,stable,1
80100007,80100,Abbeville,213 Boulevard de la République,50.113,1.829,Total Access,1.823,1.825,1.945,baisse,baisse,egal,stable,1,stable,1,stable,1
81000005,81000,Albi,246 Avenue Colonel Teyssier,43.9213781,2.1665076,Esso Express,1.852,1.880,1.960,hausse,egal,egal,stable,1,stable,1,stable,1
80000008,80000,Amiens,28 Place du Maréchal Foch,49.894,2.285,Esso,1.892,1.884,1.974,baisse,hausse,egal,stable,1,stable,1,stable,1
20166002,20166,PIETROSELLA,Station TOTAL - Relais du Rupione,41.835,8.779,Total,1.980,,,egal,,,stable,1,stable,1,stable,1
67452001,67450,Mundolsheim,1 Boulevard des Enseignes,48.655,7.724,Carrefour,1.861,1.876,1.951,hausse,hausse,baisse,stable,1,stable,1,stable,1
67120002,67120,MOLSHEIM,RN 422,48.529267,7.497474,Total,1.986,1.965,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
8330002,08330,VRIGNE-AUX-BOIS,12 RUE PIERRE VIENOT,49.735,4.85,Carrefour,1.929,,2.069,baisse,,baisse,stable,1,stable,1,stable,1
82710003,82710,BRESSOLS,"Aire de Nauze Vert, RN 20",43.968,1.339,Esso,2.074,2.050,2.150,egal,egal,egal,stable,1,stable,1,stable,1
29880005,29880,Plouguerneau,Rue d'Armorique,48.606916,-4.511056,Carrefour Contact,1.999,,2.059,egal,,egal,stable,1,stable,1,stable,1
35400007,35400,Saint-Malo,55 Boulevard des Déportés,48.6578715,-1.9722273,E.Leclerc,1.839,1.849,1.945,egal,egal,egal,stable,1,stable,1,stable,1
36140003,36140,Aigurande,51 avenue de la République,46.437,1.823,TotalEnergies,1.953,1.943,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
86000025,86000,Poitiers,2 AVENUE DE LAFAYETTE,46.575844,0.374637,Casino,1.836,1.840,1.950,baisse,baisse,baisse,stable,1,stable,1,stable,1
87160002,87160,Saint-Sulpice-les-Feuilles,AUTOROUTE A 20,46.313,1.419,Esso,2.065,2.048,2.148,egal,egal,egal,stable,1,stable,1,stable,1
34360002,34360,SAINT-CHINIAN,"420, avenue de Saint Pons",43.4223366,2.9369073,Intermarché,1.899,1.919,,egal,egal,,stable,1,stable,1,stable,1
13500011,13500,MARTIGUES,ROUTE DE LAVERA,43.399,5.041,TotalEnergies,1.947,1.937,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
48000006,48000,Mende,"3 rue de la tendelle, ZAE du Causse d'Auge",44.535,3.503,Boissonnade Combustibles,1.898,1.869,,hausse,egal,,stable,1,stable,1,stable,1
29690002,29690,HUELGOAT,Rue Paul Gauguin,48.368,-3.749,Intermarché,1.822,1.831,,egal,egal,,stable,1,stable,1,stable,1
30500003,30500,Saint-Ambroix,Route d'Uzès,44.255,4.203,Intermarché,1.867,1.899,2.115,egal,egal,egal,stable,1,stable,1,stable,1
18600003,18600,SANCOINS,Route de Saint Pierre Le Moutier,46.833,2.938,Intermarché,1.869,,1.975,egal,,egal,stable,1,stable,1,stable,1
95440001,95440,Écouen,56 Rue de la Libération,49.027,2.369,Super U,1.876,1.914,1.998,egal,egal,egal,stable,1,stable,1,stable,1
30300008,30300,BEAUCAIRE,36 AVENUE DE FARCIENNES,43.812,4.63,Esso,,,,,,,stable,1,stable,1,stable,1
44220005,44220,COUERON, Boulevard Paul Langevin,47.2135778,-1.7238952,Carrefour,1.819,1.849,,egal,egal,,stable,1,stable,1,stable,1
7430002,07430,DAVéZIEUX,Route de Lyon,45.2609353,4.7020098,Carrefour Market,1.893,1.882,1.985,egal,egal,egal,stable,1,stable,1,stable,1
6540002,06540,Breil-sur-Roya,839 route de LA GIANDOLA,43.9577359,7.5206506,Eni,1.999,1.993,2.048,egal,egal,egal,stable,1,stable,1,stable,1
84500006,84500,BOLLENE,AV JEAN GIONO,44.258,4.65,TotalEnergies,1.989,1.969,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
61000008,61000,Alençon,111 Avenue de Basingstoke,48.44542,0.09912,Bayi Carburants,1.959,,,egal,,,stable,1,stable,1,stable,1
10110001,10110,Bar-sur-Seine,14 FAUX BOURG DE BOURGOGNE,48.106,4.377,Esso,1.878,1.898,2.068,egal,egal,egal,stable,1,stable,1,stable,1
67210004,67210,OBERNAI,8 RUE DU MARECHAL JUIN,48.45959,7.49509,TotalEnergies,1.971,1.951,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
78760004,78760,Jouars-Pontchartrain,32 ROUTE DU PONTEL,48.804,1.896,Total Access,1.876,1.876,1.984,hausse,baisse,baisse,stable,1,stable,1,stable,1
56550002,56550,Belz,97 route de PONT LOROIS,47.676,-3.197,Total,1.932,1.928,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
38690007,38690,LE GRAND LEMPS,AUTOROUTE A 48 GARE DE PEAGE,45.384529,5.472348,Eni,,,2.340,,,egal,stable,1,stable,1,stable,1
59460002,59460,JEUMONT,940 Rue du Maréchal Leclerc,50.309,4.089,Intermarché,1.822,1.834,1.934,egal,egal,egal,stable,1,stable,1,stable,1
92170002,92170,VANVES,59 RUE JEAN BLEUZEN,48.82274,2.29497,Total,1.985,,,baisse,,,stable,1,stable,1,stable,1
34690009,34690,FABREGUES,A9 - AIRE DE FABREGUES NORD,43.548176,3.795601,TotalEnergies,2.097,1.990,1.990,egal,egal,egal,stable,1,stable,1,stable,1
49123002,49123,INGRANDES LE FRESNE SUR LOIRE,28 BIS VILLAGE LA RIOTTIERE,47.410243,-0.936755,JSE station,1.849,1.869,1.979,egal,egal,egal,stable,1,stable,1,stable,1
91180001,91180,Saint-Germain-lès-Arpajon,RN 20,48.603,2.248,Total Access,1.879,1.891,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
33370006,33370,ARTIGUES-PRèS-BORDEAUX,avenue Guyenne,44.8485887,-0.4978827,Intermarché,1.851,1.859,1.991,baisse,baisse,egal,stable,1,stable,1,stable,1
59400008,59400,CAMBRAI,58 RUE DE DOUAI,50.185,3.225,TotalEnergies,1.966,1.958,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
49150001,49150,Baugé-en-Anjou,Av. d'Angers,47.545229,-0.110352,Système U,1.839,1.869,1.955,hausse,egal,egal,stable,1,stable,1,stable,1
89380001,89380,APPOIGNY,ROUTE DE JOIGNY,47.880827,3.526837,Avia XPress,1.869,,1.989,egal,,egal,stable,1,stable,1,stable,1
15290001,15290,Le Rouget,35 bis Avenue du 15 Septembre 1945,44.855,2.233,Etablissements Lacombe,1.885,1.895,1.995,hausse,egal,egal,stable,1,stable,1,stable,1
91380004,91380,Chilly-Mazarin,7 Avenue Pierre Brossolette,48.701,2.319,Carrefour Market,1.859,1.894,1.974,egal,egal,egal,stable,1,stable,1,stable,1
91370001,91370,Verrières-le-Buisson,BD DU MARECHAL JUIN,48.753,2.273,Esso Express,1.908,1.914,1.994,hausse,baisse,baisse,stable,1,stable,1,stable,1
31350004,31350,Boulogne-sur-Gesse,avenue Charles Suran,43.285503,0.650907,Avia,1.939,1.949,,egal,egal,,stable,1,stable,1,stable,1
5000019,05000,Gap,"28, Boulevard d'Orient",44.57,6.105,Intermarché,1.848,1.837,1.936,egal,egal,egal,stable,1,stable,1,stable,1
25500007,25500,Morteau,4 rue du Clos Jeune,47.057508,6.611018,Casino,1.879,1.979,,egal,egal,,stable,1,stable,1,stable,1
19200007,19200,Ussel,8 AVENUE PIERRE SEMARD,45.55639,2.315242,Intermarché,1.865,1.869,1.989,egal,egal,egal,stable,1,stable,1,stable,1
60120004,60120,Breteuil,84 Avenue du Général Frère,49.6338278,2.2884796,Total,1.943,1.935,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
19200002,19200,USSEL,56 Avenue du Général Leclerc,45.557,2.302,Avia,2.090,,,egal,,,stable,1,stable,1,stable,1
93160006,93160,Noisy-le-Grand,4 Boulevard du Maréchal Foch,48.8441869,2.5290949,Intermarché,1.990,1.913,1.976,egal,egal,egal,stable,1,stable,1,stable,1
24260001,24260,LE BUGUE,AVENUE DE LA LIBERATION,44.9157695,0.925106,Intermarché,1.839,1.869,1.969,egal,egal,egal,stable,1,stable,1,stable,1
92130005,92130,Issy-les-Moulineaux,115 Avenue du Général de Gaulle,48.818,2.277,Esso Express,1.910,1.917,1.997,hausse,baisse,baisse,stable,1,stable,1,stable,1
68200018,68200,MULHOUSE,185 AV DE COLMAR,47.762,7.326,Total Access,1.881,1.863,1.983,hausse,baisse,baisse,stable,1,stable,1,stable,1
92140005,92140,Clamart,448 AV GENERAL DE GAULLE,48.78,2.238,Esso Express,1.908,1.924,2.004,hausse,baisse,baisse,stable,1,stable,1,stable,1
92260001,92260,Fontenay-aux-Roses,21 Avenue Jeanne et Maurice Dolivet,48.793,2.29,Esso,1.908,1.924,2.004,hausse,baisse,baisse,stable,1,stable,1,stable,1
92210003,92210,Saint-Cloud,24 Rue Pasteur,48.842,2.202,Esso,1.910,1.920,2.000,hausse,baisse,baisse,stable,1,stable,1,stable,1
4120002,04120,LA PALUD-SUR-VERDON,4 rue grande,43.78,6.342,Proxi,1.949,,,egal,,,stable,1,stable,1,stable,1
31150010,31150,FENOUILLET,RUE DES USINESCC TOULOUSE NORD,43.6861083,1.4028342,Auchan,1.829,1.849,,hausse,hausse,,stable,1,stable,1,stable,1
10340001,10340,Les Riceys,25 Rue du Pont,47.9963879,4.3660909,Avia,1.999,,2.149,egal,,egal,stable,1,stable,1,stable,1
42155001,42155,LENTIGNY,RUE DE LA BRUYERE,45.992,3.982,Intermarché,1.859,1.899,1.999,baisse,egal,egal,stable,1,stable,1,stable,1
83600020,83600,FREJUS,100 RDN 7 AV.DE VERDUN,43.4354793,6.7248228,Total,1.971,1.962,1.990,hausse,baisse,,stable,1,stable,1,stable,1
26800007,26800,Portes-lès-Valence,AUTOROUTE A7 - AIRE PORTE LES VALENCE EST,44.864,4.866,TotalEnergies,2.061,1.990,1.990,hausse,egal,egal,stable,1,stable,1,stable,1
1300004,01300,BELLEY,RUE DENIS PAPIN,45.7486799,5.7075515,TotalEnergies,1.996,1.990,1.990,hausse,egal,egal,stable,1,stable,1,stable,1
17600004,17600,Medis,204 route de Royan,45.6346758,-0.9756454,E.Leclerc,1.809,1.835,,egal,egal,,stable,1,stable,1,stable,1
8130003,08130,Attigny,3 Rue Saint-Charles,49.479,4.577,Carrefour,2.040,,,egal,,,stable,1,stable,1,stable,1
85430001,85430,NIEUL-LE-DOLENT,Impasse Bellevue,46.5712,-1.50929,Système U,1.819,1.849,1.939,egal,egal,egal,stable,1,stable,1,stable,1
69380004,69380,CIVRIEUX-D'AZERGUES,473 Route de la Vallée,45.856,4.704,E.Leclerc,1.829,1.829,1.929,hausse,hausse,egal,stable,1,stable,1,stable,1
45190003,45190,TAVERS,RN 152 Tavers,47.766,1.612,E.Leclerc,1.850,1.869,1.955,hausse,egal,egal,stable,1,stable,1,stable,1
35400006,35400,SAINT-MALO,rue de la Flaudais,48.6257767,-1.9933078,Carrefour,1.844,1.840,1.972,egal,egal,egal,stable,1,stable,1,stable,1
52100009,52100,Saint-Dizier,Rue des Loyes,48.627,4.973,E.Leclerc,1.834,1.867,1.965,egal,egal,egal,stable,1,stable,1,stable,1
83500007,83500,La Seyne-sur-Mer,Avenue Salvador Allende,43.0862937,5.8802689,Intermarché,1.864,1.878,1.988,baisse,hausse,baisse,stable,1,stable,1,stable,1
92410001,92410,Ville-d'Avray,191 Rue de Versailles,48.819,2.168,Esso,1.904,1.913,1.993,hausse,baisse,baisse,stable,1,stable,1,stable,1
83600030,83600,Fréjus,26 RUE DU DOCTEUR DONNADIEU,43.431084,6.755015,Auchan,1.849,1.859,2.009,baisse,egal,egal,stable,1,stable,1,stable,1
80100011,80100,abbeville,3 place de l amiral courbet,50.107867,1.83176,Total,1.941,1.920,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
79000015,79000,NIORT,130 Avenue de NANTES,46.348104,-0.509968,Intermarché,,,,,,,stable,1,stable,1,stable,1
41400006,41400,MONTRICHARD,60 Route de Tours,47.342,1.178,Esso,1.889,1.899,2.019,hausse,hausse,hausse,stable,1,stable,1,stable,1
15200004,15200,Mauriac,Avenue de la Gare,45.2225355,2.3407584,Intermarché,1.853,1.839,1.980,egal,egal,egal,stable,1,stable,1,stable,1
84840003,84840,Lapalud,81 Avenue de Montélimar,44.312,4.686,U,1.899,1.879,,egal,egal,,stable,1,stable,1,stable,1
84200008,84200,Carpentras,2875 Route de malaucene,44.0811865,5.0678917,Independent,1.989,,2.064,egal,,egal,stable,1,stable,1,stable,1
93160004,93160,Noisy-le-Grand,2 Rue des Hauts-Châteaux,48.843,2.577,Esso Express,1.902,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
93140003,93140,Bondy,205 Avenue Gallieni,48.9075885,2.4906489,Esso,1.896,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
93160005,93160,Noisy-le-Grand,22 Route de Neuilly,48.851,2.535,Esso Express,1.902,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
31600011,31600,MURET,68 avenue Jacques Douzans,43.4714742,1.3309049,Avia,1.979,1.999,2.089,egal,egal,egal,stable,1,stable,1,stable,1
76371001,76371,DIEPPE,Centre Commercial Le Belvédère,49.9086603,1.0768623,Auchan,1.854,1.851,1.964,hausse,baisse,baisse,stable,1,stable,1,stable,1
77700006,77700,COUPVRAY,1 RUE SUZANNE MASSON,48.8808739,2.8055993,Super U,1.865,1.895,1.930,egal,egal,egal,stable,1,stable,1,stable,1
50480001,50480,BLOSVILLE,LES FORGES,49.38,-1.296,Total,1.956,1.958,1.990,egal,egal,egal,stable,1,stable,1,stable,1
71230002,71230,SAINT-VALLIER,ZI de la Saule,46.648,4.34,Intermarché,1.829,1.829,1.939,egal,egal,egal,stable,1,stable,1,stable,1
7100006,07100,ANNONAY,Route du 4ème Spahis,45.235,4.672,Total,1.959,,1.990,egal,,egal,stable,1,stable,1,stable,1
21500002,21500,MONTBARD, Rue de Dijon,47.6228165,4.352714,Total,1.982,1.951,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
33370005,33370,YVRAC,Zone Activité les Tabernottes,44.871,-0.469,Intermarché,1.839,1.859,1.959,egal,egal,egal,stable,1,stable,1,stable,1
13011019,13011,Marseille,131 route des Camoins,43.299,5.5,La Source,1.849,1.894,1.965,egal,egal,egal,stable,1,stable,1,stable,1
94100006,94100,Saint-Maur-des-Fossés,99/101 Avenue Foch,48.799,2.5,Esso Express,1.906,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
93800003,93800,Épinay-sur-Seine,86 Avenue de Lattre de Tassigny,48.96,2.304,Esso,1.894,1.895,1.975,hausse,baisse,baisse,stable,1,stable,1,stable,1
94000004,94000,Créteil,22 Avenue Pierre Brossolette,48.791,2.462,Esso Express,1.872,1.867,1.947,egal,baisse,baisse,stable,1,stable,1,stable,1
64520001,64520,BIDACHE,2 Rue Saint-Jacques,43.482,-1.144,Elan,1.990,,,baisse,,,stable,1,stable,1,stable,1
94170002,94170,Le Perreux-sur-Marne,264 Avenue du Général de Gaulle,48.851,2.495,Esso Express,1.902,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
94190002,94190,Villeneuve-Saint-Georges,20 Rue Winston Churchill,48.7536987,2.4512475,Esso Express,1.862,1.857,1.944,egal,baisse,baisse,stable,1,stable,1,stable,1
33730001,33730,VILLANDRAUT,15 Rue Lafon Isore,44.46,-0.375,TotalEnergies,1.890,,,egal,,,stable,1,stable,1,stable,1
94250001,94250,Gentilly,67 Avenue Raspail,48.814,2.348,Esso Express,1.904,1.938,2.018,egal,egal,egal,stable,1,stable,1,stable,1
77160002,77160,Provins,Avenue de la Voulzie,48.5451486,3.2893673,E.Leclerc,1.834,1.849,1.956,egal,egal,egal,stable,1,stable,1,stable,1
94380002,94380,Bonneuil-sur-Marne,ROUTE DE LA POMPADOUR,48.765,2.478,Esso Express,1.894,1.901,1.981,hausse,baisse,baisse,stable,1,stable,1,stable,1
94370003,94370,Sucy-en-Brie,1 Rue de Paris,48.7733079,2.4982795,Esso Express,1.915,1.920,2.000,hausse,baisse,baisse,stable,1,stable,1,stable,1
13090018,13090,Aix-en-Provence,1140 RTE AVIGNON QU.CELONY RN7,43.557,5.418,TotalEnergies,1.850,1.840,1.956,hausse,,,stable,1,stable,1,stable,1
94400003,94400,Vitry-sur-Seine,159 Avenue Rouget de l'Isle,48.782,2.395,Esso Express,1.905,1.918,1.998,hausse,baisse,baisse,stable,1,stable,1,stable,1
62218002,62218,Loison-sous-Lens,Rue de l'Abbaye,50.448,2.865,E.Leclerc,1.819,1.852,1.915,baisse,egal,egal,stable,1,stable,1,stable,1
16100004,16100,COGNAC,105 Rue Basse Saint-Martin,45.6857072,-0.3393814,E.Leclerc,1.795,1.814,1.912,baisse,baisse,baisse,stable,1,stable,1,stable,1
34110002,34110,FRONTIGNAN,27 avenue du marechal juin,43.4386624,3.7429771,Avia,1.899,,1.999,egal,,egal,stable,1,stable,1,stable,1
94600003,94600,Choisy-le-Roi,14 Boulevard de Stalingrad,48.768,2.403,Esso Express,1.896,1.909,1.989,hausse,baisse,baisse,stable,1,stable,1,stable,1
94700005,94700,Maisons-Alfort,5 Avenue Léon Blum,48.802,2.436,Esso,1.914,1.920,2.000,hausse,hausse,hausse,stable,1,stable,1,stable,1
73300002,73300,Saint-Jean-de-Maurienne,AVENUE DU 8 MAI 1945 LES PLANS,45.269,6.367,Eni,1.929,1.929,2.029,egal,egal,egal,stable,1,stable,1,stable,1
43290002,43290,MONTFAUCON EN VELAY,30 AVENUE DES CEVENNES,45.181359,4.314112,TotalEnergies,2.249,,,egal,,,stable,1,stable,1,stable,1
51350001,51350,CORMONTREUIL,Route de louvois,49.2157839,4.0565289,Cora,1.853,1.849,1.982,hausse,hausse,egal,stable,1,stable,1,stable,1
95100030,95100,ARGENTEUIL,RUE JACQUES BREL,48.9570356,2.2803826,TotalEnergies,1.985,1.988,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
6640002,06640,SAINT JEANNET,QUARTIER LE PEYRON,43.743573,7.146356,U,1.905,1.936,1.999,egal,egal,egal,stable,1,stable,1,stable,1
61250005,61250,CONDÉ-SUR-SARTHE,61 route de Bretagne,48.433336,0.062579,Carrefour,1.869,1.869,1.989,egal,egal,egal,stable,1,stable,1,stable,1
95130001,95130,Franconville,9 Boulevard du Bel Air,48.986,2.238,Esso Express,1.828,1.858,1.964,egal,egal,egal,stable,1,stable,1,stable,1
52540001,62540,MARLES-LES-MINES,RUE PASTEUR,50.5046758,2.5117955,Intermarché,1.839,1.859,1.959,egal,egal,egal,stable,1,stable,1,stable,1
95220003,95220,Herblay,61 Boulevard DU HAVRE,49.0018919,2.1794824,Esso Express,1.892,1.896,1.976,hausse,baisse,baisse,stable,1,stable,1,stable,1
68200025,68200,MULHOUSE,"151, AVENUE DE COLMAR",47.758431,7.33,Eni,1.949,1.949,2.049,egal,egal,egal,stable,1,stable,1,stable,1
95400003,95400,Arnouville-lès-Gonesse,100 Avenue de la République,48.982,2.431,Esso,1.898,1.902,1.982,hausse,baisse,baisse,stable,1,stable,1,stable,1
85700002,85700,POUZAUGES,35 Rue Charles Largeteau,46.7753733,-0.8445808,Système U,1.815,1.834,1.925,hausse,hausse,hausse,stable,1,stable,1,stable,1
85670002,85670,Falleron,8 Rue Nationale,46.882,-1.697,Esso,2.060,2.050,2.280,egal,egal,egal,stable,1,stable,1,stable,1
12160002,12160,Baraqueville,241 Avenue de Marengo,44.2788351,2.428912,TotalEnergies,1.949,,,hausse,,,stable,1,stable,1,stable,1
95600002,95600,Eaubonne,5 Avenue Voltaire,48.994,2.28,Esso Express,1.838,1.878,1.958,egal,egal,egal,stable,1,stable,1,stable,1
95570007,95570,Moisselles,RN1,49.041,2.343,Esso Express,1.889,1.886,2.014,hausse,egal,egal,stable,1,stable,1,stable,1
54470002,54470,THIAUCOURT,ZA de la Louviére,48.9463726,5.8752984,Carrefour,1.869,,1.989,egal,,egal,stable,1,stable,1,stable,1
78885001,78180,MONTIGNY-LE-BRETONNEUX,PLACE JOEL LE THEULE,48.786,2.043,Carrefour,1.838,1.858,2.007,egal,,egal,stable,1,stable,1,stable,1
63122001,63122,SAINT-GENèS-CHAMPANELLE,1 Rue du Château - D2089,45.7059388,3.0231027,Esso,1.939,,2.064,egal,,egal,stable,1,stable,1,stable,1
95800003,95800,Cergy,Boulevard d'Osny,49.052994,2.046328,Esso,1.857,1.904,1.978,egal,egal,egal,stable,1,stable,1,stable,1
63140001,63140,Châtel-guyon,65 avenue de Belgique,45.923,3.063,Total,1.990,1.961,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
31330005,31330,Grenade,18 Av. Lazare Carnot,43.768739,1.295984,Esso,1.920,,2.080,hausse,,hausse,stable,1,stable,1,stable,1
17201001,17200,ROYAN,Rue Laurent-Antoine de Lavoisier,45.631606,-0.99256,E.Leclerc,1.809,1.835,1.939,egal,egal,egal,stable,1,stable,1,stable,1
39120002,39120,ASNANS-BEAUVOISIN,Route de Longwy,46.956997,5.4036064,Intermarché,1.839,1.849,1.969,egal,egal,egal,stable,1,stable,1,stable,1
