id,cp,ville,adresse,latitude,longitude,enseigne,gazole,e10,sp98,tendance_gazole,tendance_e10,tendance_sp98,tendance_demain_gazole,confiance_demain_gazole,tendance_demain_e10,confiance_demain_e10,tendance_demain_sp98,confiance_demain_sp98
88110002,88110,Raon-l'Étape,Avenue du 21ème B.C.P.,48.4075016,6.8595642,E.Leclerc,1.858,1.856,1.978,egal,egal,egal,stable,1,stable,1,stable,1
68170002,68170,Rixheim,65 Rue de l'Île Napoléon,47.75851,7.40024,Intermarché,1.939,1.859,1.989,egal,egal,egal,stable,1,stable,1,stable,1
4700003,04700,LA BRILLANNE,RN 96 CENTRE COMMERCIAL LE PLAN,43.9319714,5.8899899,Carrefour,1.845,,1.965,hausse,,hausse,stable,1,stable,1,stable,1
30140001,30140,Anduze,Rue de Luxembourg,44.049824,3.987044,Super U,1.829,1.839,1.959,egal,egal,egal,stable,1,stable,1,stable,1
15300006,15300,Murat,Chemin de la Croix Jolie,45.1062883,2.8633849,Intermarché,1.890,,,egal,,,stable,1,stable,1,stable,1
52120002,52120,CHATEAUVILLAIN,5 Route de Châtillon,48.031,4.913,Intermarché,1.899,1.899,1.999,egal,egal,egal,stable,1,stable,1,stable,1
33440002,33440,AMBARèS-ET-LAGRAVE,R.N. 10,44.919,-0.48,E.Leclerc,1.813,1.827,1.930,egal,egal,egal,stable,1,stable,1,stable,1
75013028,75013,PARIS,85 RUE JEANNE DARC,48.832,2.365,BP,2.059,1.999,2.069,hausse,hausse,egal,stable,1,stable,1,stable,1
33350003,33350,CASTILLON-LA-BATAILLE,RUE JULES FERRY,44.852595,-0.046339,Intermarché,1.787,1.816,,egal,egal,,stable,1,stable,1,stable,1
14000009,14000,Caen,7 RUE ROBERT KASKOREFF,49.183,-0.403,Super U,1.849,1.889,,egal,egal,,stable,1,stable,1,stable,1
87500003,87500,SAINT-YRIEIX-LA-PERCHE,AVENUE JEAN PIERRE TIMBAUT,45.5151876,1.1978825,Total,1.969,1.979,,egal,egal,,stable,1,stable,1,stable,1
42330002,42330,CHAMBOEUF,"ZA La Grange, route de Rivas",45.584,4.303,Intermarché,1.889,1.879,1.999,egal,egal,egal,stable,1,stable,1,stable,1
42380004,42380,Saint-Bonnet-le-Château,Boulevard de l'Europe,45.432,4.063,Depot Petrolier Michalon,2.085,,,egal,,,stable,1,stable,1,stable,1
94542003,94542,ORLY,"SARL Jaby, ORLY Ouest 453",48.732,2.366,Avia,2.099,1.999,2.249,egal,egal,egal,stable,1,stable,1,stable,1
14600004,14600,Équemauville,Route de Trouville,49.397,0.211,Intermarché,1.845,1.857,1.979,egal,egal,egal,stable,1,stable,1,stable,1
21400001,21400,CHâTILLON-SUR-SEINE,Avenue Noël NAVOIZAT Actipôle,47.876334,4.5685968,Avia,1.899,,1.999,egal,,egal,stable,1,stable,1,stable,1
40420003,40420,Garein,RN134 - Route de Sabres,44.0611437,-0.6615293,Total,2.150,,,egal,,,stable,1,stable,1,stable,1
78410004,78410,AUBERGENVILLE,44 AVENUE DE L UNION,48.9605022,1.8446586,Total,1.986,1.983,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
69400009,69400,Villefranche-sur-Saône,420 Rue Philippe Héron,45.989,4.71,Auchan,1.859,1.859,,baisse,egal,,stable,1,stable,1,stable,1
29440001,29440,Plouzévédé,Mescanton,48.6057908,-4.1167429,Intermarché,1.839,1.876,1.963,egal,egal,egal,stable,1,stable,1,stable,1
29540001,29540,Spezet,Croas houarn,48.199,-3.7,Breizh Station,1.815,1.849,1.959,hausse,egal,baisse,stable,1,stable,1,stable,1
45120005,45120,Châlette-sur-Loing,2 avenue du Général Leclerc,48.0123869,2.7399247,Avia,1.939,1.949,2.069,egal,egal,egal,stable,1,stable,1,stable,1
68130001,68130,WITTERSDORF,14 RUE D'ALTKIRCH,47.622555,7.2724242,TotalEnergies,1.967,1.962,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
54170004,54170,Colombey-les-Belles,17 Rue du Curtin,48.534981,5.896271,Intermarché,1.889,1.899,2.002,egal,egal,egal,stable,1,stable,1,stable,1
74150002,74150,RUMILLY,Boulevard de l'Europe,45.85634,5.948418,Système U,1.837,1.849,1.945,hausse,hausse,hausse,stable,1,stable,1,stable,1
51310001,51310,Esternay,100 Rue des Limonières,48.7198382,3.5482231,Intermarché,1.888,1.889,,egal,egal,,stable,1,stable,1,stable,1
76510001,76510,Saint-Nicolas-d'Aliermont,975 Rue Robert Lefranc,49.8766178,1.2346193,Intermarché,1.836,1.852,1.954,egal,egal,egal,stable,1,stable,1,stable,1
8400004,08400,VOUZIERS,Rue Verte,49.4034514,4.6971848,Carrefour Market,1.879,1.909,1.979,egal,egal,egal,stable,1,stable,1,stable,1
37800004,37800,Noyant-de-Touraine,75 ROUTE DE CHINON,47.109,0.584,Total,1.945,1.934,1.990,hausse,hausse,egal,stable,1,stable,1,stable,1
89000002,89000,Auxerre,RUE DE PREUILLY,47.7927642,3.5806839,Avia,1.899,1.979,,egal,egal,,stable,1,stable,1,stable,1
50170005,50170,PONTORSON,2 route du Mont Saint Michel,48.5587233,-1.5090267,Carrefour Market,1.876,,1.995,egal,,egal,stable,1,stable,1,stable,1
38142001,38142,Le Freney-d'Oisans,RD 1091,45.046,6.127,Avia,1.949,,1.969,egal,,egal,stable,1,stable,1,stable,1
47190001,47190,AIGUILLON,Rue Anatole France,44.2977943,0.3444604,Intermarché,1.845,1.859,1.959,egal,egal,egal,stable,1,stable,1,stable,1
95712004,95700,Roissy-en-France,1 RUE DE L'OR - BP.20212,49.0091,2.53736,TotalEnergies,1.977,1.975,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
14111001,14111,Louvigny,Longue Vue des Photographes,49.16092,-0.398833,Intermarché,1.839,1.859,1.969,egal,egal,egal,stable,1,stable,1,stable,1
31100010,31100,TOULOUSE,222 ROUTE DE SAINT SIMON,43.5807138,1.3956189,Total Access,1.859,1.838,1.954,,baisse,,stable,1,stable,1,stable,1
14123010,14123,Cormelles-le-Royal,2 RUE DE L'INDUSTRIE,49.157697,-0.32601,Carrefour,1.859,,1.999,egal,,egal,stable,1,stable,1,stable,1
63140002,63140,Châtel-Guyon,3 Route de Riom,45.91853,3.073,Carrefour Contact,1.879,,,hausse,,,stable,1,stable,1,stable,1
46400004,46400,Saint-Céré,401 Avenue de Monzie,44.86,1.882,TotalEnergies,2.000,1.990,1.990,egal,egal,egal,stable,1,stable,1,stable,1
72300004,72300,Parcé-sur-Sarthe,AUT A11 - AIRE DE PARCE EST,47.803,-0.168,Shell,2.208,2.268,2.418,baisse,baisse,baisse,stable,1,stable,1,stable,1
40300005,40300,Cauneille,Plaine de la Règle RN 117,43.5442822,-1.0761996,Intermarché,1.859,1.899,,egal,egal,,stable,1,stable,1,stable,1
33720001,33720,Podensac,RN 113,44.65647,-0.36582,Système U,1.846,,1.969,hausse,,egal,stable,1,stable,1,stable,1
35743001,35740,PACé,boulevard Giraudais,48.141,-1.766,Cora,1.818,1.863,,hausse,hausse,,stable,1,stable,1,stable,1
34130003,34130,Mauguio,168 Avenue de la Mer,43.612,4.006,Intermarché,1.884,1.869,,egal,egal,,stable,1,stable,1,stable,1
54300007,54300,Chanteheux,1 Rue Denis Papin,48.592779,6.5283963,Intermarché,1.859,1.859,1.979,egal,egal,egal,stable,1,stable,1,stable,1
22830001,22830,Plouasne,Rue Bertrand Duguesclin,48.2990045,-2.001196,Diapar,1.939,,,egal,,,stable,1,stable,1,stable,1
35730001,35730,PLEURTUIT,2 rue des Terres Neuvas,48.5861946,-2.0615227,U,1.829,1.855,1.959,egal,egal,egal,stable,1,stable,1,stable,1
45770002,45770,SARAN,Rue Louis Aragon,47.936,1.889,Intermarché,1.889,1.899,1.999,egal,egal,egal,stable,1,stable,1,stable,1
28800002,28800,SANCHEVILLE,25 RUE D'ORLEANS,48.1898768,1.5796743,Elan,1.999,1.989,,egal,egal,,stable,1,stable,1,stable,1
84400007,84400,APT,382 AV. DE LANCON RN 100,43.883454,5.38128,TotalEnergies,1.851,1.833,1.951,hausse,baisse,baisse,stable,1,stable,1,stable,1
68300002,68300,Saint-Louis,122 Rue de Mulhouse,47.59335,7.55569,Total,1.981,1.957,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
86390002,86390,Lathus-Saint-Rémy,ROUTE DE MONTMORRILON,46.360561,0.972455,Gulf,2.199,2.099,,egal,egal,,stable,1,stable,1,stable,1
73300005,73300,LE CORBIER - VILLAREMBERT,Station Le Corbier - Le planet,45.2392022,6.2719133,Total,2.000,,,egal,,,stable,1,stable,1,stable,1
71390005,71390,SAINT DESERT,LIEU DIT LA CONDEMAINE,46.7529283,4.7185314,Intermarché,1.859,1.859,1.989,egal,egal,egal,stable,1,stable,1,stable,1
76700001,76700,Gonfreville-l'Orcher,RN 182,49.503,0.209,Elan,2.020,,2.060,egal,,egal,stable,1,stable,1,stable,1
49280003,49280,La Tessoualle,PLACE DE LA PAIX,47.005935,-0.850229,Belloir Distribution (G20),1.849,,1.989,baisse,,baisse,stable,1,stable,1,stable,1
49120004,49120,CHEMILLE,PARC D ACTIVITE DES 3 ROUTES,47.235,-0.723,E.Leclerc,1.819,1.859,1.989,egal,egal,egal,stable,1,stable,1,stable,1
33370015,33370,ARTIGUES,RN 89,44.867477,-0.492839,TotalEnergies,,,,,,,stable,1,stable,1,stable,1
30320004,30320,Marguerittes,92 Allée de la picholine,43.858942,4.43313,Intermarché,1.859,1.859,1.969,egal,egal,egal,stable,1,stable,1,stable,1
60230004,60230,CHAMBLY,RN1 ROUTE PARIS,49.188,2.235,Total Access,1.873,1.868,1.965,hausse,baisse,baisse,stable,1,stable,1,stable,1
68160004,68160,Sainte-Marie-aux-Mines,RN 59 Sur-le-Pré,48.2543657,7.206837,TotalEnergies,1.891,1.874,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
34260001,34260,La Tour-sur-Orb,Route de Lodève,43.657,3.15,Intermarché,1.849,1.879,1.999,egal,egal,egal,stable,1,stable,1,stable,1
22490001,22490,PLOUëR-SUR-RANCE,Z.A Les Landes,48.530092,-2.0118645,Super U,1.839,,1.959,egal,,egal,stable,1,stable,1,stable,1
50700001,50700,VALOGNES,Boulevard Félix-Buhot,49.512,-1.478,Carrefour,1.875,1.875,1.995,egal,egal,egal,stable,1,stable,1,stable,1
71400005,71400,Autun,Route de Château-Chinon,46.968602,4.273999,Intermarché,1.839,1.839,1.959,egal,egal,egal,stable,1,stable,1,stable,1
20240005,20240,Ghisonaccia,RN 198,42.017,9.406,Vito,1.990,,,egal,,,stable,1,stable,1,stable,1
34450001,34450,VIAS,Avenue de Béziers,43.314,3.417,Total,1.955,1.945,1.990,egal,hausse,egal,stable,1,stable,1,stable,1
60240001,60240,Chaumont-en-Vexin,ZAC du moulin d'Angean,49.272,1.874,Match,1.830,1.850,1.960,egal,egal,egal,stable,1,stable,1,stable,1
31620007,31620,CASTELNAU D'ESTRETEFONDS,"1, rue de l'Ourméde",43.765375,1.369974,FAL Distri,1.859,1.879,,egal,hausse,,stable,1,stable,1,stable,1
24320002,24320,La Tour-Blanche,11 rue Passadour,45.369,0.446,Avia,2.059,,2.096,egal,,egal,stable,1,stable,1,stable,1
33300005,33300,BORDEAUX,140 BOULEVARD GODARD,44.8619,-0.58572,Total Access,1.858,,1.961,hausse,baisse,baisse,stable,1,stable,1,stable,1
14200008,14200,Hérouville-Saint-Clair,Avenue de Garbsen,49.213347,-0.342028,Auchan,1.838,1.865,1.989,hausse,hausse,hausse,stable,1,stable,1,stable,1
91310004,91310,Leuville-sur-Orge,3 rue du 8 mai 1945,48.623,2.267,Auchan,1.829,,1.949,hausse,,hausse,stable,1,stable,1,stable,1
62143003,62143,Angres,Autoroute A26 - Aire d'Angres,50.405,2.745,Esso,2.011,2.033,,baisse,baisse,,stable,1,stable,1,stable,1
87430003,87430,VERNEUIL SUR VIENNE,les betoulles,45.856,1.146,Système U,1.827,,1.978,egal,,egal,stable,1,stable,1,stable,1
87000002,87000,LIMOGES,Avenue du Roussillon,45.8165074,1.2233491,Carrefour,1.859,,1.979,hausse,,egal,stable,1,stable,1,stable,1
80170001,80170,ROSIèRES-EN-SANTERRE,20 Rue Vauvillers,49.826,2.712,Intermarché,1.854,1.869,1.971,egal,egal,egal,stable,1,stable,1,stable,1
13660005,13660,ORGON,AVENUE DE LA VICTOIRE,43.791,5.028,Intermarché,1.836,1.845,1.954,hausse,hausse,hausse,stable,1,stable,1,stable,1
79190001,79190,SAUZé-VAUSSAIS,Route de Montalembert,46.1340297,0.122768,Système U,1.825,1.849,1.939,hausse,baisse,baisse,stable,1,stable,1,stable,1
85350001,85350,L'Île-d'Yeu,9 Rue Neptune,46.72342,-2.34468,Igol,2.537,,,baisse,,,stable,1,stable,1,stable,1
41360003,41360,EPUISAY,ROUTE DU MANS,47.9021156,0.9159369,Total,2.140,,1.990,egal,,egal,stable,1,stable,1,stable,1
32120002,32120,MAUVEZIN,Route d'Auch,43.731,0.881,Super U,1.839,1.879,1.959,egal,egal,egal,stable,1,stable,1,stable,1
76270003,76270,NEUVILLE-FERRIERES,CENTRE COMMERCIAL SAINT JEAN,49.725277,1.459783,Système U,1.859,1.899,1.969,egal,egal,egal,stable,1,stable,1,stable,1
62100012,62100,Calais,361 Avenue Antoine de Saint-Exupéry,50.9469671,1.9101746,Esso,2.109,2.029,2.119,egal,egal,egal,stable,1,stable,1,stable,1
82200008,82200,MOISSAC,805 Chemin de La Mégère,44.119363,1.120046,Intermarché,1.829,1.829,1.939,egal,egal,egal,stable,1,stable,1,stable,1
45430003,45430,Chécy,131 Avenue d'Orléans,47.90136,2.00747,TotalEnergies,1.865,,1.976,hausse,,baisse,stable,1,stable,1,stable,1
71450001,71450,BLANZY,RUE DES COMMUNAUTES,46.707,4.39,Avia,1.899,,1.999,egal,,egal,stable,1,stable,1,stable,1
51303001,51300,Vitry-le-François,Route de Vitry en Perthois,48.731,4.6,E.Leclerc,1.858,1.865,1.968,hausse,hausse,hausse,stable,1,stable,1,stable,1
84350002,84350,COURTHEZON,ROUTE DE CHATEAUNEUF DU PAPE,44.079711,4.878857,Système U,1.835,1.859,1.959,egal,egal,egal,stable,1,stable,1,stable,1
25510002,25510,Pierrefontaine-les-Varans,33 GRANDE RUE,47.218,6.542,bi1,1.893,1.901,1.990,,,,stable,1,stable,1,stable,1
60680003,60680,JONQUIERES,RN 31 - ROUTE DE CLERMONT,49.4028931,2.7356482,Total Access,1.854,,,hausse,,,stable,1,stable,1,stable,1
33410006,33410,Béguey,70 avenue de la Libération,44.646,-0.324,E.Leclerc,1.846,1.857,1.969,hausse,hausse,egal,stable,1,stable,1,stable,1
82130002,82130,Lamothe-Capdeville,Grande Rue d'Ardus,44.07564,1.37073,Independent,1.849,1.869,1.969,egal,egal,egal,stable,1,stable,1,stable,1
40400004,40400,TARTAS,le claous,43.8283753,-0.8030638,Total,1.839,,2.189,egal,,egal,stable,1,stable,1,stable,1
41200009,41200,Pruniers-en-Sologne,AUTOROUTE A85 - AIRE DE ROMORANTIN,47.338098,1.666047,TotalEnergies,2.097,1.990,1.990,hausse,egal,egal,stable,1,stable,1,stable,1
34530001,34530,MONTAGNAC,128 Avenue Capitaine Pierre Azema,43.4755574,3.4893592,Tabac Station Service Lopez,2.099,2.077,2.176,egal,egal,egal,stable,1,stable,1,stable,1
3290002,03290,DOMPIERRE SUR BESBRE,464 ROUTE DE DIOU,46.517,3.692,Système U,1.899,,1.999,egal,,egal,stable,1,stable,1,stable,1
73110003,73110,Détrier,Lieu-dit Champ Virieu,45.4479552,6.0967091,Super U,1.869,1.889,,hausse,egal,,stable,1,stable,1,stable,1
44750002,44750,CAMPBON,AVENUE DES SPORTS,47.4119529,-1.9695003,Intermarché,2.029,,2.149,egal,,egal,stable,1,stable,1,stable,1
59850002,59850,Nieppe,Drève Du Bailly,50.6855837,2.8419171,Système U,1.825,1.843,1.925,egal,egal,egal,stable,1,stable,1,stable,1
81320001,81320,Murat-sur-Vèbre,AVENUE DU LANGUEDOC,43.683097,2.859964,Servifioul,1.868,,1.996,egal,,egal,stable,1,stable,1,stable,1
41300001,41300,SALBRIS,74 BD REPUBLIQUE,47.4222755,2.0531529,Carrefour Market,1.879,,1.993,egal,,egal,stable,1,stable,1,stable,1
3290003,03290,DOMPIERRE SUR BESBRE,223 RUE NATIONALE,46.523,3.68,Esso,1.958,,2.066,egal,,egal,stable,1,stable,1,stable,1
14400011,14400,SAINT-VIGOR-LE-GRAND,ROUTE D'ESQUAY-SUR-SEULLES,49.274,-0.685,Intermarché,1.863,1.896,1.990,baisse,hausse,egal,stable,1,stable,1,stable,1
91400005,91400,Gometz-la-Ville,4 Espace trois quartiers,48.67,2.12,E.Leclerc,1.829,1.849,1.959,egal,egal,egal,stable,1,stable,1,stable,1
31330004,31330,MERVILLE,Rue du Stade,43.721,1.294,Intermarché,1.849,1.859,1.969,egal,egal,egal,stable,1,stable,1,stable,1
25410007,25410,Saint-Vit,19 Rue de Besançon,47.186,5.822,Netto,1.839,1.869,,egal,egal,,stable,1,stable,1,stable,1
77550005,77550,REAU,AUTOROUTE A5A - AIRE DU PLESSIS-PICARD,48.62473,2.59212,Total,1.990,1.990,1.990,hausse,egal,egal,stable,1,stable,1,stable,1
7240002,07240,Vernoux-en-Vivarais,Domaine de la Garode,44.89773,4.64767,Intermarché,1.899,,,egal,,,stable,1,stable,1,stable,1
1360002,01360,BALAN,316 Route de Lyon,45.849,5.12,Total,1.949,,1.990,egal,,egal,stable,1,stable,1,stable,1
79330001,79330,SAINT-VARENT,Avenue des Platanes,46.8944805,-0.2396959,Intermarché,1.822,1.849,1.959,egal,egal,egal,stable,1,stable,1,stable,1
34130005,34130,Mauguio,Z.A.C. la Louvade,43.6248106,4.0165233,Intermarché,1.884,,,egal,,,stable,1,stable,1,stable,1
77320002,77320,LA FERTé-GAUCHER,Avenue du Général Leclerc,48.78355,3.30653,Intermarché,1.859,1.899,1.999,egal,egal,egal,stable,1,stable,1,stable,1
6400001,06400,Cannes,26 Boulevard de la République,43.5553,7.02483,TotalEnergies,1.971,1.959,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
63850001,63850,Égliseneuve-d'Entraigues,ROUTE DE BESSE,45.408,2.827,Orceyre Carburants,2.059,,,egal,,,stable,1,stable,1,stable,1
38370003,38370,Saint-Clair-du-Rhône,Route de Condrieu,45.438,4.77,E.Leclerc,1.869,1.889,,egal,egal,,stable,1,stable,1,stable,1
62300006,62300,Lens,162 Avenue Alfred Maes,50.427,2.806,Esso Express,2.003,1.868,1.977,egal,baisse,egal,stable,1,stable,1,stable,1
63610001,63610,Besse-et-Saint-Anastaise,Route de Compains,45.509795,2.935486,Auchan,1.909,1.909,1.989,egal,egal,egal,stable,1,stable,1,stable,1
93300008,93300,AUBERVILLIERS,55 Rue de la Commune de Paris,48.9093638,2.3812639,Auchan,1.910,1.906,2.042,baisse,baisse,baisse,stable,1,stable,1,stable,1
56950002,56950,CRACH,Z.C. LES ALIZES,47.6043928,-2.995482,Intermarché,1.979,1.882,1.867,egal,egal,egal,stable,1,stable,1,stable,1
13011018,13011,MARSEILLE,15 BOULEVARD DE LA CARTONNERIE,43.292,5.459,Intermarché,1.985,1.879,1.988,egal,egal,egal,stable,1,stable,1,stable,1
64240006,64240,Hasparren,Route d'Elizaberri,43.38644,-1.313921,E.Leclerc,1.840,1.863,1.967,egal,egal,egal,stable,1,stable,1,stable,1
44000001,44300,NANTES,Route de PARIS,47.2568907,-1.5113422,Carrefour,1.829,1.849,,egal,egal,,stable,1,stable,1,stable,1
2370005,02370,VAILLY SUR AISNE,20 AVENUE JEAN JAURES,49.405636,3.514975,Carrefour Contact,1.859,,1.969,egal,,egal,stable,1,stable,1,stable,1
5400002,05400,VEYNES,route de gap,44.53627,5.83174,Super U,1.869,1.899,,egal,egal,,stable,1,stable,1,stable,1
88200015,88200,ST NABORD,ROUTE NATIONALE 57 - AIRE DE LA CROIX SAINT JACQUES,48.049484,6.582068,TotalEnergies,1.851,1.872,,hausse,baisse,,stable,1,stable,1,stable,1
39170001,39170,SAINT-LUPICIN,6 Rue du Jura,46.403,5.794,Spar,1.994,,,egal,,,stable,1,stable,1,stable,1
26620001,26620,LUS-LA-CROIX-HAUTE,655 ROUTE DE SISTERON RD 1075,44.667,5.697,Avia,1.987,1.977,2.047,egal,egal,egal,stable,1,stable,1,stable,1
45250003,45250,BRIARE,TERRES DU MARCHAIS BARNAULT,47.642268,2.743983,Super U,1.844,1.869,,egal,egal,,stable,1,stable,1,stable,1
90150001,90150,MENONCOURT,"Rue de la baume, RD83",47.688,6.955,Total,1.971,1.952,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
7260001,07260,JOYEUSE,Les Beaumes,44.479,4.248,Carrefour Market,1.905,,2.045,baisse,,egal,stable,1,stable,1,stable,1
88450002,88450,VINCEY,ROUTE NATIONALE 57 - VOIE EXPRESS,48.337,6.332,Total,1.992,1.984,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
30100001,30100,ALèS, Rue Olivier de Serres,44.1113304,4.0962152,Carrefour,1.829,1.837,1.939,hausse,hausse,hausse,stable,1,stable,1,stable,1
60300010,60300,CHAMANT,DEVIATION NORD DE SENLIS - Avenue du Poteau,49.221,2.593,Total,1.966,1.957,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
74200003,74200,MARGENCEL,RTE DE GENEVE,46.349,6.432,Carrefour,1.859,1.879,1.989,baisse,egal,baisse,stable,1,stable,1,stable,1
89800001,89800,Chablis,Route d'Auxerre,47.81846,3.78141,Intermarché,1.889,1.899,2.029,hausse,hausse,hausse,stable,1,stable,1,stable,1
24390001,24390,HAUTEFORT,LA GARE,45.266813,1.13778,Intermarché,1.849,1.899,1.995,egal,egal,egal,stable,1,stable,1,stable,1
69008008,69008,LYON,86 AVENUE JEAN MERMOZ,45.733,4.881,TotalEnergies,1.874,1.851,1.971,hausse,baisse,baisse,stable,1,stable,1,stable,1
68210002,68210,Dannemarie,"42, Rue de Belfort",47.631643,7.1092672,Intermarché,1.869,1.849,1.939,egal,egal,egal,stable,1,stable,1,stable,1
76176001,76100,ROUEN,AVENUE DE BRETAGNE,49.432,1.083,E.Leclerc,1.840,1.876,,hausse,baisse,,stable,1,stable,1,stable,1
2100012,02100,Saint-Quentin,Route de BOHAIN,49.865,3.291,Carrefour,1.838,1.865,1.977,egal,egal,egal,stable,1,stable,1,stable,1
28420001,28480,VICHèRES,id Brieure,48.2604593,0.9138983,Total,1.950,1.980,1.990,baisse,baisse,egal,stable,1,stable,1,stable,1
59174003,59174,La Sentinelle,960 avenue Jean Jaurès,50.3457853,3.477226,Intermarché,1.852,1.842,1.969,hausse,egal,egal,stable,1,stable,1,stable,1
17290003,17290,AIGREFEUILLE-D'AUNIS, Place de la Renaissance,46.11624,-0.93553,Intermarché,1.799,1.829,1.929,baisse,egal,egal,stable,1,stable,1,stable,1
3170001,03170,Doyet,A71 aire de l'Allier Doyet(sens paris province),46.3351,2.79688,Avia,1.958,1.973,2.077,baisse,baisse,baisse,stable,1,stable,1,stable,1
29410001,29410,PLEYBER-CHRIST,"16, ZA LA JUSTICE",48.5169713,-3.8682982,Système U,1.819,,1.945,egal,,egal,stable,1,stable,1,stable,1
40300008,40300,Peyrehorade,77 route de Bayonne,43.547,-1.113,TotalEnergies,1.957,1.977,1.990,egal,egal,egal,stable,1,stable,1,stable,1
3380002,03380,HURIEL,Rue Calaubys,46.372,2.468,Intermarché,1.869,,1.969,egal,,egal,stable,1,stable,1,stable,1
49410002,49410,Saint-Florent-le-Vieil,zi de la chevallerie,47.3552715,-1.0152471,Intermarché,1.859,1.899,1.979,egal,egal,egal,stable,1,stable,1,stable,1
62100001,62100,Calais,AVENUE ROGER SALENGRO,50.9460572,1.8368183,Avia,1.859,1.859,1.980,egal,egal,egal,stable,1,stable,1,stable,1
63260003,63260,Aigueperse,ZAC De Juilhat,46.01,3.197,Carrefour,1.859,1.875,1.995,baisse,egal,egal,stable,1,stable,1,stable,1
74430001,74430,SAINT-JEAN-D'AULPS,LE VERNAY BRON,46.235416,6.655082,Carrefour Market,1.879,1.879,1.979,egal,hausse,egal,stable,1,stable,1,stable,1
76220005,76220,GOURNAY-EN-BRAY,20 Avenue des Aulnaies,49.4825637,1.7138784,Intermarché,1.849,,1.979,egal,,egal,stable,1,stable,1,stable,1
67110006,67110,Gundershoffen,Z.A. DE LA HARDT,48.902,7.647,U,1.869,1.879,1.959,hausse,egal,egal,stable,1,stable,1,stable,1
94550002,94550,Chevilly-Larue,14 AV DU GENERAL DE GAULLE,48.77313,2.3378,TotalEnergies,1.985,1.990,1.990,baisse,egal,egal,stable,1,stable,1,stable,1
73270001,73270,Villard-sur-Doron,100 ROUTE DU JARDY,45.728,6.533,Intermarché,1.899,,2.069,egal,,egal,stable,1,stable,1,stable,1
30210006,30210,Remoulins,32 Route de Bagnols,43.942898,4.5700727,Avia,1.956,1.980,2.040,egal,egal,egal,stable,1,stable,1,stable,1
6600007,06600,ANTIBES,136 Route de Nice,43.600876,7.122256,Avia,1.929,1.933,1.969,egal,egal,egal,stable,1,stable,1,stable,1
90200003,90200,GIROMAGNY,72 Faubourg de Belfort,47.735,6.83,Total,1.981,1.948,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
20217004,20217,SAINT-FLORENT,"36, rue principale",42.681,9.304,TotalEnergies,1.970,,,egal,,,stable,1,stable,1,stable,1
40330001,40330,AMOU,"355, avenue de l'Océan",43.5914428,-0.7520415,Intermarché,1.819,1.839,1.959,egal,egal,egal,stable,1,stable,1,stable,1
17500002,17500,JONZAC,Avenue Monseigneur Chauvin,45.455168,-0.440915,E.Leclerc,1.818,1.862,1.968,egal,egal,egal,stable,1,stable,1,stable,1
7200010,07200,Aubenas,56 Avenue de Bellande,44.605,4.387,Carrefour Market,1.853,,1.998,egal,,egal,stable,1,stable,1,stable,1
83870001,83870,SIGNES,15 AVENUE DU CHEVAL BLANC,43.2907541,5.8663063,Avia,1.915,1.909,,egal,egal,,stable,1,stable,1,stable,1
71460001,71460,SAINT-GENGOUX-LE-NATIONAL,Route de Chalon,46.6110364,4.671342,Avia,1.939,,1.979,egal,,egal,stable,1,stable,1,stable,1
71600012,71600,Paray-le-Monial,35 QUAI DE L'INDUSTRIE,46.4527359,4.1049596,Netto,1.839,1.859,,hausse,hausse,,stable,1,stable,1,stable,1
49300016,49300,CHOLET,BOULEVARD DE TOURAINE ZIL,47.071855,-0.856768,TotalEnergies,,,,,,,stable,1,stable,1,stable,1
61100008,61100,Flers,route de domfront,48.73331,-0.576459,E.Leclerc,1.819,1.844,1.938,egal,egal,egal,stable,1,stable,1,stable,1
67500009,67500,HAGUENAU,37 AVENUE DU PROFESSEUR LERICHE,48.799,7.78,E.Leclerc,1.848,1.868,1.948,egal,egal,egal,stable,1,stable,1,stable,1
20217001,20217,Saint-Florent,Route Calvi,42.673,9.302,Vito,1.990,,,baisse,,,stable,1,stable,1,stable,1
23700001,23700,Auzances,10 Route d'Aubusson,46.0265148,2.4959396,Intermarché,1.899,1.939,1.989,egal,egal,egal,stable,1,stable,1,stable,1
25200005,25200,MONTBELIARD,LE PIED DES GOUTTES,47.4986533,6.8120448,E.Leclerc,1.830,1.844,1.927,hausse,hausse,hausse,stable,1,stable,1,stable,1
73100001,73100,Grésy-sur-Aix,136 Rue des Allobroges,45.72,5.922,Carrefour,1.887,1.898,2.000,hausse,hausse,hausse,stable,1,stable,1,stable,1
29470004,29470,PLOUGASTEL-DAOULAS, Avenue Charles de Gaulle,48.3815592,-4.3770865,Système U,1.831,1.842,1.934,egal,egal,egal,stable,1,stable,1,stable,1
